year_built,area,url,price,bedrooms,postal_code,rooms,address,property_type
1926,46,http://www.funda.nl/koop/amsterdam/appartement-49878559-heemstedestraat-9-3/,210.0,1,1059 CX,1,Heemstedestraat 9 3,apartment
1900,35,http://www.funda.nl/koop/amsterdam/appartement-49744524-tweede-van-der-helststraat-6-iv/,200.0,1,1072 PC,1,Tweede Van der Helststraat 6 IV,apartment
1906,53,http://www.funda.nl/koop/amsterdam/appartement-49898256-tweede-hugo-de-grootstraat-24-ii/,200.0,1,1052 LD,2,Tweede Hugo de Grootstraat 24 II,apartment
1900,162,http://www.funda.nl/koop/amsterdam/appartement-85241644-bredeweg-32-hs/,850.0,5,1098 BS,6,Bredeweg 32 HS,apartment
1960,68,http://www.funda.nl/koop/amsterdam/appartement-49885004-osdorper-ban-125/,172.5,2,1068 LT,3,Osdorper Ban 125,apartment
2010,78,http://www.funda.nl/koop/amsterdam/appartement-49671973-klaroenstraat-22/,165.0,2,1104 HW,3,Klaroenstraat 22,apartment
1934,57,http://www.funda.nl/koop/amsterdam/appartement-49884691-leiduinstraat-41-ii/,265.0,2,1058 SH,3,Leiduinstraat 41 -II,apartment
1930,72,http://www.funda.nl/koop/amsterdam/appartement-49815352-dintelstraat-8-ii/,325.0,2,1078 VS,3,Dintelstraat 8 II,apartment
1929,54,http://www.funda.nl/koop/amsterdam/appartement-49808139-marco-polostraat-77-hs/,275.0,1,1057 WG,2,Marco Polostraat 77 hs,apartment
1930,72,http://www.funda.nl/koop/amsterdam/appartement-49815332-dintelstraat-8-i/,325.0,2,1078 VS,3,Dintelstraat 8 I,apartment
2007,125,http://www.funda.nl/koop/amsterdam/huis-49506117-s-gravendijkdreef-152/,252.5,4,1103 SE,5,'s-Gravendijkdreef 152,house
1986,94,http://www.funda.nl/koop/amsterdam/huis-49647577-hendrik-hosstraat-123/,225.0,4,1106 ZM,5,Hendrik Hosstraat 123,house
1958,120,http://www.funda.nl/koop/amsterdam/huis-49868620-jan-ringelstraat-3/,299.0,4,1035 XM,5,Jan Ringelstraat 3,house
1959,77,http://www.funda.nl/koop/amsterdam/huis-49879990-andries-snoekstraat-27/,229.5,2,1065 TB,3,Andries Snoekstraat 27,house
1924,82,http://www.funda.nl/koop/amsterdam/appartement-49800949-brinkstraat-45/,269.0,2,1097 VH,3,Brinkstraat 45,apartment
1906,51,http://www.funda.nl/koop/amsterdam/appartement-49515063-nieuwezijds-voorburgwal-324-f/,350.0,1,1012 RW,2,Nieuwezijds Voorburgwal 324 F,apartment
1906,370,http://www.funda.nl/koop/amsterdam/huis-49723491-herengracht-594/,2.895,6,1017 CJ,10,Herengracht 594,house
1904,42,http://www.funda.nl/koop/amsterdam/appartement-49883518-jacob-van-lennepstraat-245-b/,195.0,1,1053 JD,2,Jacob van Lennepstraat 245 B,apartment
1906,77,http://www.funda.nl/koop/amsterdam/appartement-49758217-nassaukade-98-i/,425.0,1,1052 CX,3,Nassaukade 98 I,apartment
1906,86,http://www.funda.nl/koop/amsterdam/appartement-49762556-rhijnvis-feithstraat-42-iii/,450.0,2,1054 TZ,3,Rhijnvis Feithstraat 42 III,apartment
1930,66,http://www.funda.nl/koop/amsterdam/appartement-49739756-reinier-claeszenstraat-84-iii/,325.0,2,1056 WR,3,Reinier Claeszenstraat 84 III,apartment
1935,100,http://www.funda.nl/koop/amsterdam/appartement-49728670-churchill-laan-270-hs/,550.0,2,1078 GA,4,Churchill-laan 270 Hs,apartment
1906,90,http://www.funda.nl/koop/amsterdam/appartement-49705139-entrepotdok-61-b/,395.0,1,1018 AD,1,Entrepotdok 61 -B,apartment
1906,50,http://www.funda.nl/koop/amsterdam/appartement-49776163-da-costastraat-96-huis/,265.0,1,1053 ZS,2,Da Costastraat 96 huis,apartment
1928,192,http://www.funda.nl/koop/amsterdam/appartement-49737103-titiaanstraat-36-hs/,1.39,5,1077 RJ,7,Titiaanstraat 36 hs,apartment
1931,76,http://www.funda.nl/koop/amsterdam/appartement-49864262-roerstraat-93-a/,475.0,2,1078 LL,3,Roerstraat 93 -A,apartment
1997,77,http://www.funda.nl/koop/amsterdam/appartement-84404727-bijlmerdreef-831/,149.5,2,1103 TA,3,Bijlmerdreef 831,apartment
1939,62,http://www.funda.nl/koop/amsterdam/appartement-49878017-bloemgracht-137-ii/,450.0,1,1016 KL,2,Bloemgracht 137 II,apartment
1911,67,http://www.funda.nl/koop/amsterdam/appartement-49873690-pieter-aertszstraat-40-ii/,374.5,2,1073 SN,3,Pieter Aertszstraat 40 II,apartment
1877,126,http://www.funda.nl/koop/amsterdam/appartement-49882462-saenredamstraat-65-boven/,650.0,3,1072 CD,4,Saenredamstraat 65 boven,apartment
1962,74,http://www.funda.nl/koop/amsterdam/appartement-49880144-koxhorn-2-i/,285.0,3,1082 EV,4,Koxhorn 2 -I,apartment
1913,44,http://www.funda.nl/koop/amsterdam/appartement-85251641-vaartstraat-34-i/,240.0,1,1075 RP,2,Vaartstraat 34 I,apartment
1911,67,http://www.funda.nl/koop/amsterdam/appartement-49624660-pieter-aertszstraat-100-ii/,339.0,2,1074 VS,3,Pieter Aertszstraat 100 II,apartment
1969,220,http://www.funda.nl/koop/amsterdam/huis-48300180-theo-mann-bouwmeesterhof-3/,799.0,5,1065 HS,6,Theo Mann-Bouwmeesterhof 3,house
2008,157,http://www.funda.nl/koop/amsterdam/huis-49774580-gerard-ruttenhof-7/,585.0,4,1087 EL,5,Gerard Ruttenhof 7,house
1906,78,http://www.funda.nl/koop/amsterdam/appartement-49637376-bilderdijkkade-31-ii/,399.0,2,1053 VH,3,Bilderdijkkade 31 II,apartment
1895,246,http://www.funda.nl/koop/amsterdam/huis-49869559-eerste-helmersstraat-130/,1.35,5,1054 EH,7,Eerste Helmersstraat 130,house
1898,647,http://www.funda.nl/koop/amsterdam/huis-49870002-vondelstraat-87/,8.4,7,1054 GM,12,Vondelstraat 87,house
2007,85,http://www.funda.nl/koop/amsterdam/appartement-85963649-ijburglaan-416/,275.0,2,1086 XT,3,IJburglaan 416,apartment
1967,180,http://www.funda.nl/koop/amsterdam/huis-49737323-cannenburg-72/,625.0,2,1081 HC,4,Cannenburg 72,house
1906,127,http://www.funda.nl/koop/amsterdam/appartement-49743377-derde-helmersstraat-80-bv/,825.0,4,1054 BM,6,Derde Helmersstraat 80 BV,apartment
1918,47,http://www.funda.nl/koop/amsterdam/appartement-49868265-fahrenheitstraat-82-hs/,215.0,1,1097 PV,2,Fahrenheitstraat 82 HS,apartment
2004,123,http://www.funda.nl/koop/amsterdam/appartement-85239227-p-hans-frankfurthersingel-48-pp/,272.5,2,1060 TN,3,P. Hans Frankfurthersingel 48 +PP,apartment
1906,100,http://www.funda.nl/koop/amsterdam/appartement-49864731-barentszstraat-297/,435.0,2,1013 NN,3,Barentszstraat 297,apartment
2014,70,http://www.funda.nl/koop/amsterdam/appartement-85240649-kleiburg-1009/,140.0,2,1104 EA,3,Kleiburg 1009,apartment
1893,129,http://www.funda.nl/koop/amsterdam/appartement-49886747-den-texstraat-3-ii/,699.0,2,1017 XW,5,Den Texstraat 3 /II,apartment
1977,58,http://www.funda.nl/koop/amsterdam/appartement-49886990-westerlengte-131/,145.0,1,1034 TB,2,Westerlengte 131,apartment
1921,120,http://www.funda.nl/koop/amsterdam/appartement-49879395-prins-hendriklaan-47-i/,980.0,2,1075 BA,3,Prins Hendriklaan 47 I,apartment
1926,150,http://www.funda.nl/koop/amsterdam/appartement-49873986-milletstraat-26-2/,725.0,4,1077 ZE,6,Milletstraat 26 2,apartment
2010,105,http://www.funda.nl/koop/amsterdam/appartement-85232292-saskia-van-uijlenburgkade-137/,500.0,3,1058 GA,4,Saskia van Uijlenburgkade 137,apartment
1963,61,http://www.funda.nl/koop/amsterdam/appartement-85242788-langswater-103/,147.5,2,1069 TR,3,Langswater 103,apartment
1935,82,http://www.funda.nl/koop/amsterdam/appartement-49888532-antillenstraat-29-iii-iv/,379.0,2,1058 GZ,4,Antillenstraat 29 III/IV,apartment
1906,61,http://www.funda.nl/koop/amsterdam/appartement-85243576-bosboom-toussaintstraat-56-2/,399.0,1,1054 AV,2,Bosboom Toussaintstraat 56 2,apartment
1900,49,http://www.funda.nl/koop/amsterdam/appartement-49756820-schinkelkade-57-ii/,235.0,1,1075 VL,2,Schinkelkade 57 II,apartment
1884,138,http://www.funda.nl/koop/amsterdam/appartement-49891578-blasiusstraat-36-iii-iv/,600.0,4,1091 CS,5,Blasiusstraat 36 -III+IV,apartment
1998,150,http://www.funda.nl/koop/amsterdam/appartement-49888021-javakade-60-2pp/,885.0,4,1019 BK,5,Javakade 60 +2PP,apartment
1935,53,http://www.funda.nl/koop/amsterdam/appartement-49882011-de-rijpgracht-19-ii/,245.0,2,1056 XP,3,De Rijpgracht 19 II,apartment
1920,125,http://www.funda.nl/koop/amsterdam/appartement-49718662-looiersgracht-122-b/,775.0,2,1016 VT,4,Looiersgracht 122 B,apartment
1906,177,http://www.funda.nl/koop/amsterdam/appartement-49775083-johannes-verhulststraat-115-bov/,849.0,4,1071 MZ,6,Johannes Verhulststraat 115 -bov,apartment
1957,73,http://www.funda.nl/koop/amsterdam/appartement-49701968-max-planckstraat-5-ii/,285.0,2,1098 TR,3,Max Planckstraat 5 II,apartment
1688,238,http://www.funda.nl/koop/amsterdam/appartement-49701302-prinsengracht-1099-hs/,2.18,4,1017 JH,6,Prinsengracht 1099 hs,apartment
1999,52,http://www.funda.nl/koop/amsterdam/appartement-85173336-lampenistenstraat-58/,245.0,1,1019 TK,2,Lampenistenstraat 58,apartment
1910,101,http://www.funda.nl/koop/amsterdam/appartement-49730900-albert-cuypstraat-193-iii/,450.0,2,1073 BE,3,Albert Cuypstraat 193 III,apartment
1925,72,http://www.funda.nl/koop/amsterdam/appartement-49746525-azaleastraat-48/,185.0,2,1032 BX,3,Azaleastraat 48,apartment
1925,52,http://www.funda.nl/koop/amsterdam/appartement-49730949-wingerdweg-377/,195.0,1,1032 AM,2,Wingerdweg 377,apartment
1910,190,http://www.funda.nl/koop/amsterdam/appartement-49738447-koninginneweg-208-hs/,1.0,4,1075 EK,7,Koninginneweg 208 hs,apartment
1976,72,http://www.funda.nl/koop/amsterdam/appartement-49818287-ommerenhof-58/,127.5,1,1106 XL,2,Ommerenhof 58,apartment
1930,80,http://www.funda.nl/koop/amsterdam/appartement-49810053-zoomstraat-37-ii/,515.0,2,1078 XH,3,Zoomstraat 37 -II,apartment
1975,41,http://www.funda.nl/koop/amsterdam/appartement-49802674-olifantswerf-8-hs/,175.0,1,1018 JS,2,Olifantswerf 8 hs,apartment
1930,80,http://www.funda.nl/koop/amsterdam/appartement-49810042-zoomstraat-37-i/,525.0,2,1078 XH,3,Zoomstraat 37 -I,apartment
1906,55,http://www.funda.nl/koop/amsterdam/appartement-49812084-jacob-van-lennepkade-46-1/,399.0,2,1053 ML,3,Jacob van Lennepkade 46 1,apartment
1927,56,http://www.funda.nl/koop/amsterdam/appartement-49728224-hoofdweg-367-iii/,240.0,1,1056 CP,2,Hoofdweg 367 III,apartment
2005,198,http://www.funda.nl/koop/amsterdam/appartement-49734781-piet-heinkade-153/,1.22,3,1019 GM,4,Piet Heinkade 153,apartment
1930,77,http://www.funda.nl/koop/amsterdam/appartement-49728387-sassenheimstraat-65-hs/,399.0,1,1059 BD,2,Sassenheimstraat 65 hs,apartment
1915,47,http://www.funda.nl/koop/amsterdam/appartement-49729653-langkatstraat-6/,198.0,1,1094 HV,2,Langkatstraat 6,apartment
1928,118,http://www.funda.nl/koop/amsterdam/appartement-49695192-churchill-laan-195-ii/,475.0,3,1078 EA,7,Churchill-laan 195 II,apartment
1906,180,http://www.funda.nl/koop/amsterdam/appartement-49863318-oude-braak-19-a/,1.05,3,1012 PS,4,Oude Braak 19 A,apartment
1906,44,http://www.funda.nl/koop/amsterdam/appartement-49716099-sint-jacobsstraat-18/,260.0,1,1012 NC,1,Sint Jacobsstraat 18,apartment
1935,50,http://www.funda.nl/koop/amsterdam/appartement-49718010-molukkenstraat-63-i/,220.0,1,1095 AW,2,Molukkenstraat 63 I,apartment
1941,60,http://www.funda.nl/koop/amsterdam/appartement-49734012-granidastraat-50-i/,200.0,2,1055 HM,3,Granidastraat 50 I,apartment
1906,60,http://www.funda.nl/koop/amsterdam/appartement-49734192-overtoom-348-2/,269.0,1,1054 JG,2,Overtoom 348 -2,apartment
1925,53,http://www.funda.nl/koop/amsterdam/appartement-49745082-sassenheimstraat-50-1/,225.0,2,1059 BJ,3,Sassenheimstraat 50 1,apartment
2009,90,http://www.funda.nl/koop/amsterdam/appartement-48366115-ottho-heldringstraat-35-b/,275.0,2,1066 XT,4,Ottho Heldringstraat 35 B,apartment
1998,75,http://www.funda.nl/koop/amsterdam/appartement-48389660-ladogameerhof-20/,199.0,2,1060 PJ,3,Ladogameerhof 20,apartment
1969,134,http://www.funda.nl/koop/amsterdam/appartement-49875043-arent-janszoon-ernststraat-39/,365.0,3,1083 GP,4,Arent Janszoon Ernststraat 39,apartment
1960,30,http://www.funda.nl/koop/amsterdam/appartement-85227321-bos-en-lommerplantsoen-43-b/,127.5,1,1055 AA,1,Bos en Lommerplantsoen 43 B,apartment
1931,76,http://www.funda.nl/koop/amsterdam/appartement-49878456-roerstraat-93-a/,475.0,2,1078 LL,3,Roerstraat 93 -A*,apartment
1913,145,http://www.funda.nl/koop/amsterdam/appartement-49874567-pieter-de-hoochstraat-84-b/,875.0,3,1071 EJ,4,Pieter de Hoochstraat 84 B,apartment
1960,70,http://www.funda.nl/koop/amsterdam/appartement-49885063-helmholtzstraat-79-ii/,225.0,2,1098 LG,3,Helmholtzstraat 79 II,apartment
1935,64,http://www.funda.nl/koop/amsterdam/appartement-85242184-admiraal-de-ruijterweg-417-1e/,200.0,2,1055 ME,3,Admiraal De Ruijterweg 417 1e,apartment
1935,92,http://www.funda.nl/koop/amsterdam/appartement-49882690-sloestraat-6-2/,450.0,2,1078 BG,4,Sloestraat 6 -2,apartment
1930,120,http://www.funda.nl/koop/amsterdam/appartement-49884614-michelangelostraat-36-ii/,689.0,3,1077 CD,5,Michelangelostraat 36 II,apartment
1963,80,http://www.funda.nl/koop/amsterdam/appartement-85256161-burgemeester-hogguerstraat-593/,179.0,3,1064 CW,4,Burgemeester Hogguerstraat 593,apartment
1912,58,http://www.funda.nl/koop/amsterdam/appartement-85250108-cornelis-trooststraat-57-hs/,319.0,2,1072 JC,3,Cornelis Trooststraat 57 hs,apartment
1904,84,http://www.funda.nl/koop/amsterdam/appartement-49811623-overtoom-256-bv/,400.0,2,1054 JA,3,Overtoom 256 BV,apartment
1984,39,http://www.funda.nl/koop/amsterdam/appartement-49801663-spitsbergenstraat-79/,169.0,1,1013 CL,2,Spitsbergenstraat 79,apartment
1998,80,http://www.funda.nl/koop/amsterdam/appartement-49812332-pieter-calandlaan-518/,200.0,2,1060 TV,3,Pieter Calandlaan 518,apartment
1965,70,http://www.funda.nl/koop/amsterdam/appartement-49813465-gijsbrecht-van-ijselsteinstraat-247/,240.0,1,1082 KJ,2,Gijsbrecht van IJselsteinstraat 247,apartment
1912,54,http://www.funda.nl/koop/amsterdam/appartement-85187409-amstelveenseweg-160-ii/,300.0,2,1075 XN,3,Amstelveenseweg 160 II,apartment
1906,66,http://www.funda.nl/koop/amsterdam/huis-49706957-tuinstraat-60/,399.0,2,1015 PG,4,Tuinstraat 60,house
2010,97,http://www.funda.nl/koop/amsterdam/huis-49746217-brouwersgracht-278-p/,625.0,1,1013 HG,3,Brouwersgracht 278 P,house
1935,142,http://www.funda.nl/koop/amsterdam/huis-49647712-amstelveenseweg-1038/,699.0,5,1081 JT,9,Amstelveenseweg 1038,house
1963,80,http://www.funda.nl/koop/amsterdam/appartement-84762271-pieter-calandlaan-443/,159.0,2,1068 NL,3,Pieter Calandlaan 443,apartment
2016,248,http://www.funda.nl/koop/amsterdam/huis-49734307-broekergouw-bnr-bouwnr-13/,824.8,3,1027 AH,5,Broekergouw bnr (Bouwnr. 13),house
1973,130,http://www.funda.nl/koop/amsterdam/huis-85032779-kantershof-402/,190.0,4,1104 GW,5,Kantershof 402,house
1800,180,http://www.funda.nl/koop/amsterdam/huis-49862950-bethanienstraat-4/,900.0,3,1012 CA,6,Bethaniënstraat 4,house
2016,150,http://www.funda.nl/koop/amsterdam/huis-49819427-blankenstraat-390/,850.0,4,1018 SK,5,Blankenstraat 390,house
1986,99,http://www.funda.nl/koop/amsterdam/huis-49895217-wethouder-vospad-51/,209.0,4,1107 DG,5,Wethouder Vospad 51,house
1968,100,http://www.funda.nl/koop/amsterdam/appartement-48228446-nachtwachtlaan-84/,365.0,2,1058 EC,3,Nachtwachtlaan 84,apartment
1985,44,http://www.funda.nl/koop/amsterdam/appartement-48229216-bernard-shawsingel-164/,104.5,1,1102 VD,2,Bernard Shawsingel 164,apartment
2003,85,http://www.funda.nl/koop/amsterdam/appartement-49474424-zwanebloemlaan-68/,287.0,2,1087 EP,3,Zwanebloemlaan 68,apartment
1960,65,http://www.funda.nl/koop/amsterdam/appartement-49429006-alkmaarstraat-253/,175.0,2,1024 TR,3,Alkmaarstraat 253,apartment
2005,84,http://www.funda.nl/koop/amsterdam/appartement-85896259-sam-van-houtenstraat-185-h/,205.0,2,1067 JG,3,Sam van Houtenstraat 185 H,apartment
2006,77,http://www.funda.nl/koop/amsterdam/appartement-85925594-grubbehoeve-31/,159.5,2,1103 GH,3,Grubbehoeve 31,apartment
2001,94,http://www.funda.nl/koop/amsterdam/appartement-85960539-veldzicht-33/,200.0,3,1068 SM,4,Veldzicht 33,apartment
1895,132,http://www.funda.nl/koop/amsterdam/appartement-49696647-den-texstraat-59-b/,795.0,3,1017 XZ,5,Den Texstraat 59 B,apartment
1962,67,http://www.funda.nl/koop/amsterdam/appartement-85087454-hertingenstraat-12-b/,169.0,2,1069 HB,4,Hertingenstraat 12 B,apartment
1997,120,http://www.funda.nl/koop/amsterdam/appartement-49626004-javakade-8/,550.0,2,1019 BK,4,Javakade 8,apartment
2017,97,http://www.funda.nl/koop/amsterdam/appartement-49754819-schetsblok-westlandgracht-bouwnr-5/,403.243,2,1059 TL,3,Schetsblok-Westlandgracht (Bouwnr. 5),apartment
1996,86,http://www.funda.nl/koop/amsterdam/appartement-49750344-knsm-laan-389/,345.0,2,1019 LG,3,KNSM-laan 389,apartment
1718,61,http://www.funda.nl/koop/amsterdam/appartement-49747334-halvemaansteeg-8-e/,315.0,2,1017 CR,3,Halvemaansteeg 8 -E,apartment
1906,72,http://www.funda.nl/koop/amsterdam/appartement-49748659-koninginneweg-145-2/,499.0,1,1075 CM,3,Koninginneweg 145 2,apartment
1906,110,http://www.funda.nl/koop/amsterdam/appartement-49749325-zeeburgerkade-188/,350.0,2,1019 HJ,3,Zeeburgerkade 188,apartment
2002,140,http://www.funda.nl/koop/amsterdam/appartement-49741211-borneolaan-247/,469.0,3,1019 HZ,4,Borneolaan 247,apartment
1920,57,http://www.funda.nl/koop/amsterdam/appartement-49856390-orteliusstraat-324-hs/,250.0,1,1056 PR,2,Orteliusstraat 324 HS,apartment
1874,127,http://www.funda.nl/koop/amsterdam/appartement-85219726-overtoom-93-i/,619.0,1,1054 HC,3,Overtoom 93 I,apartment
1993,47,http://www.funda.nl/koop/amsterdam/appartement-85106754-borgerstraat-162/,230.0,1,1053 RB,2,Borgerstraat 162,apartment
1882,46,http://www.funda.nl/koop/amsterdam/appartement-85221522-eerste-van-swindenstraat-397-3/,215.0,2,1093 GB,3,Eerste Van Swindenstraat 397 3,apartment
1928,53,http://www.funda.nl/koop/amsterdam/appartement-49860307-danie-theronstraat-34-i/,225.0,3,1091 XZ,4,Danie Theronstraat 34 I,apartment
1918,80,http://www.funda.nl/koop/amsterdam/appartement-49856349-admiraal-de-ruijterweg-392-i/,335.0,3,1055 NC,4,Admiraal De Ruijterweg 392 I,apartment
1906,72,http://www.funda.nl/koop/amsterdam/appartement-49772214-jacob-van-lennepkade-16-iii/,379.0,2,1053 MJ,3,Jacob van Lennepkade 16 III,apartment
2017,67,http://www.funda.nl/koop/amsterdam/appartement-49754811-schetsblok-westlandgracht-bouwnr-41/,280.789,2,1059 TL,3,Schetsblok-Westlandgracht (Bouwnr. 41),apartment
2017,108,http://www.funda.nl/koop/amsterdam/appartement-49754810-schetsblok-westlandgracht-bouwnr-25/,401.76,3,1059 TL,4,Schetsblok-Westlandgracht (Bouwnr. 25),apartment
1906,27,http://www.funda.nl/koop/amsterdam/appartement-49862810-marnixstraat-239-3v/,150.0,1,1015 WE,1,Marnixstraat 239 -3V,apartment
2017,123,http://www.funda.nl/koop/amsterdam/appartement-49754823-schetsblok-westlandgracht-bouwnr-62/,764.086,3,1059 TL,4,Schetsblok-Westlandgracht (Bouwnr. 62),apartment
1990,74,http://www.funda.nl/koop/amsterdam/appartement-49777289-jan-witheijnstraat-28/,290.0,2,1018 WM,3,Jan Witheijnstraat 28,apartment
1960,71,http://www.funda.nl/koop/amsterdam/appartement-49773194-asingaborg-4/,235.0,2,1082 SJ,3,Asingaborg 4,apartment
2017,123,http://www.funda.nl/koop/amsterdam/appartement-49754812-schetsblok-westlandgracht-bouwnr-61/,713.641,3,1059 TL,4,Schetsblok-Westlandgracht (Bouwnr. 61),apartment
1923,56,http://www.funda.nl/koop/amsterdam/appartement-49795983-newtonstraat-99-i/,297.5,2,1098 HC,3,Newtonstraat 99 I,apartment
1906,32,http://www.funda.nl/koop/amsterdam/appartement-49702084-fokke-simonszstraat-37-ii/,225.0,1,1017 TE,2,Fokke Simonszstraat 37 II,apartment
2001,83,http://www.funda.nl/koop/amsterdam/appartement-49799728-nieuwe-leliestraat-95-b/,459.0,2,1015 SL,3,Nieuwe Leliestraat 95 B,apartment
1989,78,http://www.funda.nl/koop/amsterdam/appartement-49792353-staringstraat-9-c/,385.0,2,1054 VM,3,Staringstraat 9 C,apartment
1906,63,http://www.funda.nl/koop/amsterdam/appartement-49716094-sint-jacobsstraat-14/,400.0,1,1012 NC,2,Sint Jacobsstraat 14,apartment
1928,118,http://www.funda.nl/koop/amsterdam/appartement-49736734-churchill-laan-123-huis/,725.0,3,1078 DN,5,Churchill-laan 123 huis,apartment
1960,79,http://www.funda.nl/koop/amsterdam/appartement-49721298-antony-moddermanstraat-154/,150.0,2,1063 LW,3,Antony Moddermanstraat 154,apartment
2001,86,http://www.funda.nl/koop/amsterdam/appartement-85184848-bijlmerdreef-1176/,179.0,2,1103 JV,3,Bijlmerdreef 1176,apartment
1970,98,http://www.funda.nl/koop/amsterdam/appartement-49739123-nachtwachtlaan-215/,300.0,3,1058 EH,4,Nachtwachtlaan 215,apartment
1925,108,http://www.funda.nl/koop/amsterdam/appartement-49737032-pieter-lastmankade-50/,525.0,3,1075 KN,5,Pieter Lastmankade 50,apartment
1971,90,http://www.funda.nl/koop/amsterdam/appartement-49720972-het-breed-529/,169.5,2,1025 HT,4,Het Breed 529,apartment
2007,82,http://www.funda.nl/koop/amsterdam/appartement-85193873-galantstraat-19/,179.0,3,1103 SH,4,Galantstraat 19,apartment
1780,68,http://www.funda.nl/koop/amsterdam/appartement-49733336-rapenburg-41-ii/,337.0,1,1011 TV,2,Rapenburg 41 II,apartment
1901,61,http://www.funda.nl/koop/amsterdam/appartement-85253392-hemonystraat-20-i/,328.5,1,1074 BP,2,Hemonystraat 20 I,apartment
